-91.9799,0, 0
-80.4569,0, 0
-59.3339,0, 0
-27.7089,0, 0
14.3117,0, 0
65.1559,0, 0
121.876,0, 0
181.062,0, 0
239.319,0, 0
293.68,0, 0
341.558,0, 0
380.851,0, 0
409.695,0, 0
427.052,0, 0
432.987,0, 0
428.817,0, 0
416.31,0, 0
397.269,0, 0
373.268,0, 0
345.298,0, 0
313.594,0, 0
278.309,0, 0
240.012,0, 0
200.134,0, 0
160.792,0, 0
123.991,0, 0
90.6081,0, 0
59.8316,0, 0
29.8747,0, 0
-0.871647,0, 0
-33.2401,0, 0
-67.8212,0, 0
-105.678,0, 0
-148.029,0, 0
-194.989,0, 0
-244.416,0, 0
-291.77,0, 0
-331.379,0, 0
-358.417,0, 0
-370.344,0, 0
-366.668,0, 0
-347.843,0, 0
-314.733,0, 0
-268.635,0, 0
-211.47,0, 0
-146.272,0, 0
-76.9614,0, 0
-7.66117,0, 0
58.3144,0, 0
118.623,0, 0
171.595,0, 0
215.603,0, 0
248.575,0, 0
268.105,0, 0
272.559,0, 0
261.887,0, 0
237.741,0, 0
202.788,0, 0
159.791,0, 0
110.898,0, 0
57.7792,0, 0
2.30848,0, 0
-53.17,0, 0
-106.085,0, 0
-154.201,0, 0
-196.327,0, 0
-232.604,0, 0
-263.717,0, 0
-290.051,0, 0
-311.121,0, 0
-325.943,0, 0
-333.38,0, 0
-333.023,0, 0
-325.231,0, 0
-310.703,0, 0
-289.799,0, 0
-262.763,0, 0
-229.653,0, 0
-190.765,0, 0
-146.91,0, 0
-99.7013,0, 0
-51.0228,0, 0
-2.73375,0, 0
43.5147,0, 0
86.1813,0, 0
123.827,0, 0
154.623,0, 0
176.393,0, 0
187.303,0, 0
186.487,0, 0
174.212,0, 0
151.741,0, 0
121.048,0, 0
84.4165,0, 0
43.9985,0, 0
1.80873,0, 0
-40.3906,0, 0
-81.2952,0, 0
-120.022,0, 0
-155.79,0, 0
-187.863,0, 0
-215.526,0, 0
-238.416,0, 0
-256.246,0, 0
-268.809,0, 0
-275.546,0, 0
-275.595,0, 0
-267.783,0, 0
-251.311,0, 0
-226.057,0, 0
-192.801,0, 0
-152.649,0, 0
-106.877,0, 0
-56.749,0, 0
-3.73607,0, 0
50.2396,0, 0
102.362,0, 0
149.233,0, 0
187.557,0, 0
214.891,0, 0
229.916,0, 0
232.558,0, 0
223.768,0, 0
205.014,0, 0
177.94,0, 0
144.367,0, 0
106.229,0, 0
65.3139,0, 0
23.2564,0, 0
-18.5315,0, 0
-58.9735,0, 0
-97.4161,0, 0
-133.302,0, 0
-165.897,0, 0
-194.046,0, 0
-216.124,0, 0
-230.101,0, 0
-234.279,0, 0
-227.839,0, 0
-211.059,0, 0
-184.983,0, 0
-151.081,0, 0
-110.866,0, 0
-65.8665,0, 0
-17.8904,0, 0
30.7496,0, 0
77.5089,0, 0
120.081,0, 0
156.64,0, 0
185.813,0, 0
206.684,0, 0
218.682,0, 0
221.517,0, 0
215.22,0, 0
200.163,0, 0
176.98,0, 0
146.653,0, 0
110.644,0, 0
71.0542,0, 0
30.0731,0, 0
-10.5298,0, 0
-49.7759,0, 0
-87.1946,0, 0
-122.543,0, 0
-155.275,0, 0
-184.5,0, 0
-209.201,0, 0
-228.813,0, 0
-243.169,0, 0
-252.206,0, 0
-255.69,0, 0
-253.058,0, 0
-243.301,0, 0
-225.333,0, 0
-198.635,0, 0
-163.586,0, 0
-121.417,0, 0
-73.9721,0, 0
-23.3273,0, 0
28.8147,0, 0
81.0033,0, 0
131.545,0, 0
178.076,0, 0
217.785,0, 0
247.842,0, 0
266.269,0, 0
272.443,0, 0
267.061,0, 0
251.335,0, 0
226.46,0, 0
193.594,0, 0
154.087,0, 0
109.739,0, 0
62.8666,0, 0
15.9626,0, 0
-28.8619,0, 0
-70.1675,0, 0
-107.393,0, 0
-140.525,0, 0
-169.837,0, 0
-195.345,0, 0
-216.543,0, 0
-232.356,0, 0
-241.538,0, 0
-243.075,0, 0
-236.766,0, 0
-222.831,0, 0
-201.768,0, 0
-173.951,0, 0
-139.796,0, 0
-99.8582,0, 0
-55.3484,0, 0
-8.21064,0, 0
39.0822,0, 0
84.2513,0, 0
125.297,0, 0
160.674,0, 0
189.185,0, 0
209.939,0, 0
222.039,0, 0
224.75,0, 0
217.692,0, 0
200.996,0, 0
175.364,0, 0
142.234,0, 0
103.816,0, 0
62.5327,0, 0
20.5078,0, 0
-20.7915,0, 0
-60.4371,0, 0
-97.7213,0, 0
-131.478,0, 0
-159.935,0, 0
-181.205,0, 0
-194.026,0, 0
-198.09,0, 0
-193.651,0, 0
-180.974,0, 0
-159.948,0, 0
-130.291,0, 0
-92.3772,0, 0
-47.8517,0, 0
0.504405,0, 0
49.5609,0, 0
96.6913,0, 0
140.101,0, 0
178.661,0, 0
211.331,0, 0
236.658,0, 0
252.99,0, 0
259.011,0, 0
254.276,0, 0
239.308,0, 0
215.508,0, 0
184.595,0, 0
148.131,0, 0
107.335,0, 0
63.3911,0, 0
17.6269,0, 0
-28.4052,0, 0
-73.0493,0, 0
-114.8,0, 0
-152.896,0, 0
-187.321,0, 0
-218.374,0, 0
-246.015,0, 0
-269.5,0, 0
-287.27,0, 0
-297.549,0, 0
-299.103,0, 0
-291.835,0, 0
-276.361,0, 0
-253.556,0, 0
-224.154,0, 0
-188.798,0, 0
-148.283,0, 0
-104.317,0, 0
-59.2533,0, 0
-15.6332,0, 0
24.6675,0, 0
60.582,0, 0
92.0183,0, 0
119.335,0, 0
142.899,0, 0
162.595,0, 0
178.391,0, 0
190.28,0, 0
198.605,0, 0
204.051,0, 0
207.602,0, 0
210.046,0, 0
211.866,0, 0
213.165,0, 0
213.92,0, 0
214.051,0, 0
213.704,0, 0
213.249,0, 0
212.978,0, 0
213.042,0, 0
213.398,0, 0
-113.747,0, 0
-111.751,0, 0
-110.234,0, 0
-109.178,0, 0
-108.317,0, 0
-107.209,0, 0
-105.348,0, 0
-102.543,0, 0
-99.0394,0, 0
-95.2879,0, 0
-91.7196,0, 0
-88.5767,0, 0
-85.7016,0, 0
-82.7828,0, 0
-79.5913,0, 0
-76.3422,0, 0
-73.4259,0, 0
-71.2001,0, 0
-69.7379,0, 0
-68.8869,0, 0
-68.1434,0, 0
-67.0598,0, 0
-65.3959,0, 0
-63.2265,0, 0
-60.7084,0, 0
-58.1036,0, 0
-55.5752,0, 0
-53.0585,0, 0
-50.1923,0, 0
-46.7261,0, 0
-42.6184,0, 0
-38.1888,0, 0
-33.9336,0, 0
-30.2757,0, 0
-27.2675,0, 0
-24.5937,0, 0
-21.8115,0, 0
