-114.01799999999999,83.8558,-867.745,295.147,-13.8463,134.827,-143.959,420.564,222.608,53.7301,198.713,-210.239,-249.675,-57.5846,-213.097,-135.559,102.34200000000001,-363.034,569.298,-256.281,-213.41299999999998,45.0456,-152.114,39.5485,-176.685,52.4102,126.384,-31.9178,-200.825,-134.732,220.185,-49.9688,3.1223799999999997,-230.11700000000002,54.7084,179.743,-149.207,23.1408,75.2813,378.964,196.88099999999997,-58.1196,286.939,574.373,-178.96900000000002,-160.914,112.08,283.034,446.12199999999996,23.4511,109.15700000000001,-52.4427,-12.8089,123.825,64.4046,209.16,49.1721,195.40200000000002,296.872,262.51599999999996
-174.993,60.5036,-952.3739999999999,255.03400000000002,-32.0755,80.6786,-144.515,460.413,271.428,24.3855,163.689,-172.21200000000002,-250.32,-57.1678,-272.553,-152.946,90.9904,-316.697,527.5369999999999,-296.905,-229.835,66.6155,-140.525,48.5916,-217.93599999999998,38.0488,169.213,-20.7388,-156.217,-75.2219,246.899,-50.2154,61.5681,-195.668,114.87799999999999,129.593,-171.78099999999998,-20.0001,34.7227,321.97,113.07600000000001,-63.0454,235.239,500.26599999999996,-119.50399999999999,-163.987,126.478,232.479,417.92400000000004,6.917330000000001,123.62899999999999,12.3566,5.38258,158.692,94.8662,262.961,96.3963,136.299,312.197,174.93099999999998
-228.515,38.6429,-1010.01,208.505,-58.9875,27.5407,-144.709,492.24300000000005,312.753,-8.07766,134.02700000000002,-127.156,-250.732,-40.9186,-328.477,-166.46200000000002,74.3996,-267.057,474.56699999999995,-327.35900000000004,-237.947,83.1616,-125.085,55.8095,-245.537,23.9603,207.30900000000003,-5.3497,-107.03,-18.8869,266.677,-55.333,115.44200000000001,-155.708,170.239,76.4695,-187.953,-63.4671,-9.72438,253.085,29.5379,-66.5519,178.505,417.181,-54.4843,-166.75599999999997,150.276,166.137,389.324,-3.5377199999999998,136.424,71.5837,27.7405,190.135,121.932,309.16900000000004,140.656,75.0965,314.376,85.5485
-270.622,17.4914,-1043.08,157.60399999999998,-90.291,-21.8273,-144.67,516.178,342.375,-42.4638,110.814,-77.2751,-251.215,-14.8561,-373.82199999999995,-176.89,54.5684,-215.787,413.619,-344.811,-237.88400000000001,93.639,-106.485,60.4189,-261.543,11.5488,240.735,13.5904,-53.809,33.7677,279.376,-63.7836,162.947,-111.883,219.19,24.4973,-199.893,-105.3,-55.7897,178.38400000000001,-51.3376,-68.5426,120.645,331.56199999999995,12.1307,-169.213,183.771,86.8025,361.135,-9.91461,147.312,124.40100000000001,53.1577,218.18099999999998,146.32,346.926,180.225,17.6597,299.757,-2.2237400000000003
-297.767,-3.074,-1054.17,105.63799999999999,-121.605,-66.1467,-144.591,532.946,356.44699999999995,-76.7633,94.7353,-24.6931,-252.115,14.5118,-402.844,-184.78599999999997,33.9677,-164.303,347.754,-349.05,-230.683,97.4743,-84.8184,62.3537,-269.259,1.8780000000000001,269.556,35.0489,2.6433400000000002,82.9128,284.63599999999997,-73.8321,202.77900000000002,-66.2128,260.04400000000004,-23.2349,-209.3,-143.577,-101.18,103.17399999999999,-127.87299999999999,-68.962,65.372,248.47299999999998,75.8865,-171.62,225.892,-2.54583,333.76,-11.7031,155.188,170.31900000000002,80.0289,241.989,168.743,375.43800000000005,214.13,-33.7809,267.092,-85.3079
-307.869,-22.4457,-1044.74,56.1503,-149.82,-105.244,-144.636,543.36,352.81300000000005,-108.6,85.5416,28.5324,-253.709,42.2903,-412.975,-190.305,14.9936,-114.012,279.573,-341.754,-217.56799999999998,94.8259,-59.9026,62.1222,-272.207,-4.513330000000001,293.772,57.7509,61.1668,128.535,282.025,-84.5552,234.157,-20.9189,290.372,-64.9618,-217.11900000000003,-176.412,-143.828,30.9307,-198.028,-67.79899999999999,16.1173,170.55,133.569,-174.25400000000002,274.971,-98.0325,308.121,-8.36941,158.954,209.21599999999998,107.03399999999999,259.235,189.305,393.596,242.199,-80.58800000000001,217.97400000000002,-160.774
-300.71,-39.7687,-1015.1,11.6292,-173.606,-139.262,-144.733,547.875,331.816,-135.882,82.0763,79.542,-256.106,66.6769,-403.805,-193.24,-0.523364,-66.3696,211.05,-324.556,-199.312,86.4419,-31.5272,60.1639,-273.014,-7.79625,313.134,80.477,120.21600000000001,170.071,271.14,-97.3495,257.112,21.6736,307.35200000000003,-100.137,-223.717,-202.075,-181.595,-36.5651,-259.343,-65.0922,-25.0496,98.7672,184.655,-178.929,328.775,-194.921,284.905,-0.0796196,158.713,241.05700000000002,133.43200000000002,266.567,207.476,399.941,264.948,-124.822,156.3,-226.42
-278.506,-54.6209,-965.198,-27.1802,-192.748,-168.083,-144.562,546.247,295.909,-157.28,83.0095,125.17399999999999,-259.226,87.3214,-379.469,-193.12400000000002,-11.409,-22.7655,143.856,-297.976,-176.40599999999998,73.3156,0.0649499,56.5651,-273.14799999999997,-8.62296,327.064,101.821,178.364,206.592,251.734,-114.266,272.309,59.2321,308.611,-128.785,-229.203,-219.15599999999998,-212.135,-98.3052,-309.67400000000004,-60.8628,-57.5936,33.7715,230.507,-183.74400000000003,383.71,-287.408,264.944,11.9324,156.355,266.291,159.005,261.098,222.481,392.986,283.349,-166.583,86.9087,-280.59
-244.365,-67.097,-895.9960000000001,-61.0498,-207.07,-191.44799999999998,-143.608,537.793,248.47299999999998,-172.06099999999998,87.7051,161.944,-262.847,103.664,-347.259,-189.458,-16.9969,16.0609,79.4505,-261.795,-149.489,56.3722,34.0462,51.1236,-272.904,-7.679010000000001,334.708,120.134,234.407,237.17700000000002,223.856,-136.497,280.878,89.1123,293.367,-151.14,-233.24099999999999,-226.85299999999998,-233.204,-153.26,-348.343,-55.1487,-82.5486,-22.8103,272.355,-187.965,434.298,-369.691,249.136,26.2649,154.636,285.702,182.982,241.71,233.785,371.423,298.649,-203.317,14.3158,-322.593
-201.65,-77.6636,-809.678,-91.3893,-215.49599999999998,-209.44099999999997,-141.539,521.4209999999999,192.87400000000002,-179.423,96.5756,187.075,-266.745,113.63600000000001,-313.86400000000003,-181.739,-16.9769,50.1004,19.3433,-216.732,-120.006,36.3206,69.111,43.7231,-271.711,-5.2331900000000005,335.21,133.511,287.159,260.975,187.99400000000003,-162.263,283.742,108.525,262.714,-167.554,-234.639,-225.222,-243.42,-199.984,-375.59,-48.0688,-101.52799999999999,-68.5421,309.587,-190.75900000000001,474.027,-436.38599999999997,238.745,41.5115,155.00799999999998,300.033,203.44,209.64,240.885,334.819,312.185,-232.58700000000002,-58.3417,-352.39099999999996
