-114.018,83.8558,-867.745,295.147,245.212,134.827,285.212,420.564,222.608,449.7,436.737,-188.738,261.229,-134.256,176.97,-135.559,102.342,-363.034,569.298,-256.281,-213.413,45.0456,-152.114,39.5485,-176.685,52.4102,126.384,-31.9178,-200.825,-134.732,220.185,-49.9688,3.12238,-230.117,54.7084,179.743,-149.207,23.1408,75.2813,378.964,196.881,-58.1196,286.939,574.373,-178.969,-160.914,112.08,283.034,446.122,23.4511,109.157,-52.4427,-12.8089,123.825,64.4046,209.16,49.1721,195.402,296.872,262.516,0,0,209.613,-457.622,43.2944,214.76,-6.61808,58.714,-29.2601,97.9761,159.846,69.0506,-98.5576,148.192,24.619,104.089,-107.319,101.278,-103.966,-119.438,37.2058,-21.4622,-94.8701,195.891,-431.388,300.146,237.716,263.697,-30.9384,-440.204,-275.663,584.026,55.8342,205.898,54.6972,-210.086,-173.652,358.021,-160.876,-468.462,-68.9962,70.5228,342.625,381.136,-80.5062,0.943469,-159.868,-246.571,119.799,-214.528,201.784,-50.3707,-223.738,-204.956,-375.416,341.959,-153.168,-167.494,-95.7566,72.2305
-174.993,60.5036,-952.374,255.034,243.962,80.6786,296.606,460.413,271.428,466.911,407.062,-180.956,252.85,-169.642,118.456,-152.946,90.9904,-316.697,527.537,-296.905,-229.835,66.6155,-140.525,48.5916,-217.936,38.0488,169.213,-20.7388,-156.217,-75.2219,246.899,-50.2154,61.5681,-195.668,114.878,129.593,-171.781,-20.0001,34.7227,321.97,113.076,-63.0454,235.239,500.266,-119.504,-163.987,126.478,232.479,417.924,6.91733,123.629,12.3566,5.38258,158.692,94.8662,262.961,96.3963,136.299,312.197,174.931,0,0,248.53,-464.219,-9.90441,256.07,46.1488,97.4825,53.9909,142.659,172.119,85.7499,-121.076,169.201,38.5647,65.9654,-103.908,149.667,-81.6063,-83.9991,27.1399,-36.9121,-56.8165,150.325,-427.538,301.013,264.938,260.478,-31.5793,-476.273,-257.352,561.046,72.562,209.947,21.1188,-241.738,-168.819,301.364,-211.203,-499.516,-26.7317,98.3529,376.325,389.343,-52.7186,39.2815,-131.846,-227.316,60.2026,-243.879,207.251,8.45121,-204.823,-163.479,-319.858,316.709,-160.941,-147.801,-79.2521,67.5539
-228.515,38.6429,-1010.01,208.505,237.616,27.5407,305.882,492.243,312.753,481.429,371.851,-172.016,239.557,-200.794,59.2946,-166.462,74.3996,-267.057,474.567,-327.359,-237.947,83.1616,-125.085,55.8095,-245.537,23.9603,207.309,-5.3497,-107.03,-18.8869,266.677,-55.333,115.442,-155.708,170.239,76.4695,-187.953,-63.4671,-9.72438,253.085,29.5379,-66.5519,178.505,417.181,-54.4843,-166.756,150.276,166.137,389.324,-3.53772,136.424,71.5837,27.7405,190.135,121.932,309.169,140.656,75.0965,314.376,85.5485,0,0,275.403,-443.742,-55.1406,290.041,90.6799,126.311,127.708,173.553,169.874,97.7657,-135.586,202.955,48.9482,28.9254,-95.2646,188.817,-54.4415,-51.1172,17.5951,-50.4031,-20.9263,97.7695,-413.724,294.815,286.388,254.764,-35.5652,-504.139,-238.582,537.859,97.4238,211.796,-11.0108,-268.892,-168.641,246.882,-248.456,-519.27,2.96595,120.732,405.11,373.113,-26.7462,67.255,-95.6534,-204.57,0.490605,-264.141,201.5,59.5599,-185.8,-116.861,-258.594,277.257,-166.812,-127.737,-65.6365,62.3804
-270.622,17.4914,-1043.08,157.604,225.54,-21.8273,312.682,516.178,342.375,492.535,331.538,-161.665,220.16,-227.244,2.65987,-176.89,54.5684,-215.787,413.619,-344.811,-237.884,93.639,-106.485,60.4189,-261.543,11.5488,240.735,13.5904,-53.809,33.7677,279.376,-63.7836,162.947,-111.883,219.19,24.4973,-199.893,-105.3,-55.7897,178.384,-51.3376,-68.5426,120.645,331.562,12.1307,-169.213,183.771,86.8025,361.135,-9.91461,147.312,124.401,53.1577,218.181,146.32,346.926,180.225,17.6597,299.757,-2.22374,0,0,291.524,-400.724,-87.9618,313.227,121.929,142.614,184.114,187.287,155.943,104.298,-140.356,224.896,54.8565,-2.71377,-80.9983,213.243,-23.6924,-24.5866,9.45153,-60.8207,12.1058,40.8117,-389.623,281.716,300.544,246.594,-42.3618,-522.426,-218.147,512.012,124.306,209.783,-37.9166,-290.918,-176.393,195.659,-271.036,-528.787,18.6247,164.749,426.801,335.509,-4.57897,83.9606,-51.4724,-179.515,-57.212,-274.991,185.966,102.765,-168.066,-67.8745,-198.804,227.776,-170.149,-107.561,-54.6321,56.6186
-297.767,-3.074,-1054.17,105.638,207.554,-66.1467,316.468,532.946,356.447,499.804,286.429,-149.316,194.136,-248.771,-49.3247,-184.786,33.9677,-164.303,347.754,-349.05,-230.683,97.4743,-84.8184,62.3537,-269.259,1.878,269.556,35.0489,2.64334,82.9128,284.636,-73.8321,202.779,-66.2128,260.044,-23.2349,-209.3,-143.577,-101.18,103.174,-127.873,-68.962,65.372,248.473,75.8865,-171.62,225.892,-2.54583,333.76,-11.7031,155.188,170.319,80.0289,241.989,168.743,375.438,214.13,-33.7809,267.092,-85.3079,0,0,298.559,-340.735,-106.124,322.555,136.253,144.731,218.6,183.244,133.325,104.398,-133.828,232.324,55.9629,-24.9331,-61.3252,219.419,8.4668,-20.3384,3.28523,-67.624,42.2115,-18.0202,-355.771,262.122,306.092,235.849,-51.2048,-530.694,-195.579,482.865,147.45,202.52,-56.1528,-307.025,-189.725,148.666,-278.831,-530.161,18.8308,192.903,438.819,280.913,12.1529,89.7685,0.190166,-153.965,-111.925,-276.803,162.453,137.937,-152.651,-19.1752,-148.317,175.977,-170.679,-88.275,-46.156,50.3613
-307.869,-22.4457,-1044.74,56.1503,183.982,-105.244,316.679,543.36,352.813,503.501,237.2,-134.348,161.967,-265.772,-95.6466,-190.305,14.9936,-114.012,279.573,-341.754,-217.568,94.8259,-59.9026,62.1222,-272.207,-4.51333,293.772,57.7509,61.1668,128.535,282.025,-84.5552,234.157,-20.9189,290.372,-64.9618,-217.119,-176.412,-143.828,30.9307,-198.028,-67.799,16.1173,170.55,133.569,-174.254,274.971,-98.0325,308.121,-8.36941,158.954,209.216,107.034,259.235,189.305,393.596,242.199,-80.588,217.974,-160.774,0,0,297.492,-268.629,-109.631,316.083,131.966,132.594,230.036,163.297,104.258,97.3117,-115.513,223.491,52.5078,-35.0839,-36.8827,206.918,39.3025,-17.1264,-0.542937,-70.6887,69.7573,-76.3938,-313.478,236.622,302.414,222.304,-61.0886,-529.752,-170.301,451.192,162.616,189.751,-64.1314,-316.409,-203.733,106.293,-272.719,-525.646,3.47698,204.975,438.466,213.499,23.0528,84.9049,57.3942,-129.92,-163.714,-270.027,132.743,164.999,-139.769,27.0484,-113.262,128.967,-168.5,-70.7793,-40.6865,43.81
-300.71,-39.7687,-1015.1,11.6292,155.642,-139.262,312.848,547.875,331.816,504.396,184.764,-116.896,125.248,-279.218,-136.363,-193.24,-0.523364,-66.3696,211.05,-324.556,-199.312,86.4419,-31.5272,60.1639,-273.014,-7.79625,313.134,80.477,120.216,170.071,271.14,-97.3495,257.112,21.6736,307.352,-100.137,-223.717,-202.075,-181.595,-36.5651,-259.343,-65.0922,-25.0496,98.7672,184.655,-178.929,328.775,-194.921,284.905,-0.0796196,158.713,241.057,133.432,266.567,207.476,399.941,264.948,-124.822,156.3,-226.42,0,0,288.204,-187.642,-99.7915,293.511,109.871,107.751,219.699,130.519,70.4544,82.8937,-86.3202,198.518,44.7163,-32.5845,-8.49172,177.885,66.1083,-15.0235,-1.89663,-69.7498,95.0579,-132.389,-264.396,205.898,289.419,205.43,-70.8702,-521.542,-143.97,419.965,167.564,172.121,-63.2976,-318.628,-212.096,68.5256,-254.174,-516.773,-25.4537,202.656,423.504,136.666,28.7934,69.3171,96.4832,-108.796,-212.632,-254.609,97.746,183.506,-128.432,68.7788,-94.9538,90.3535,-163.903,-55.7111,-39.2739,37.1319
-278.506,-54.6209,-965.198,-27.1802,123.482,-168.083,304.733,546.247,295.909,503.505,130.801,-97.5045,86.1036,-290.242,-172.119,-193.124,-11.409,-22.7655,143.856,-297.976,-176.406,73.3156,0.0649499,56.5651,-273.148,-8.62296,327.064,101.821,178.364,206.592,251.734,-114.266,272.309,59.2321,308.611,-128.785,-229.203,-219.156,-212.135,-98.3052,-309.674,-60.8628,-57.5936,33.7715,230.507,-183.744,383.71,-287.408,264.944,11.9324,156.355,266.291,159.005,261.098,222.481,392.986,283.349,-166.583,86.9087,-280.59,0,0,270.065,-100.305,-78.0193,255.865,72.8127,72.8182,189.698,88.3955,33.8026,61.6319,-48.3569,159.777,33.0064,-18.8396,22.9552,135.284,86.8105,-13.8739,-0.692643,-64.4237,118.052,-184.437,-210.3,170.903,267.502,184.385,-79.3884,-508.452,-118.467,390.995,162.162,150.697,-57.4019,-314.166,-213.427,35.1326,-225.226,-504.12,-63.6993,188.082,392.689,53.6795,30.0035,43.6146,132.407,-91.3345,-258.31,-230.252,56.8531,192.662,-117.556,104.437,-90.7971,60.3809,-157.522,-43.554,-43.0561,30.4684
-244.365,-67.097,-895.996,-61.0498,88.4521,-191.448,292.352,537.793,248.473,501.192,77.3642,-76.8447,46.3848,-299.639,-203.633,-189.458,-16.9969,16.0609,79.4505,-261.795,-149.489,56.3722,34.0462,51.1236,-272.904,-7.67901,334.708,120.134,234.407,237.177,223.856,-136.497,280.878,89.1123,293.367,-151.14,-233.241,-226.853,-233.204,-153.26,-348.343,-55.1487,-82.5486,-22.8103,272.355,-187.965,434.298,-369.691,249.136,26.2649,154.636,285.702,182.982,241.71,233.785,371.423,298.649,-203.317,14.3158,-322.593,0,0,242.751,-10.0776,-45.6071,205.578,25.2471,30.8417,142.51,40.0985,-3.19246,34.6735,-4.30203,111.659,17.828,3.38997,56.5055,81.2883,100.368,-13.3512,3.10631,-54.6406,138.408,-231.443,-152.877,132.86,237.33,158.017,-85.8177,-492.404,-97.4804,364.778,147.566,126.442,-50.887,-304.107,-209.098,6.07057,-188.819,-488.121,-106.007,163.164,346.518,-31.4496,26.438,10.5608,163.02,-77.9756,-299.471,-196.983,8.81366,191.51,-106.682,133.162,-94.6599,38.1258,-150.448,-35.3235,-52.6448,23.9153
-201.65,-77.6636,-809.678,-91.3893,51.3651,-209.441,275.875,521.421,192.874,497.397,26.5459,-54.9871,7.02655,-307.537,-231.178,-181.739,-16.9769,50.1004,19.3433,-216.732,-120.006,36.3206,69.111,43.7231,-271.711,-5.23319,335.21,133.511,287.159,260.975,187.994,-162.263,283.742,108.525,262.714,-167.554,-234.639,-225.222,-243.42,-199.984,-375.59,-48.0688,-101.528,-68.5421,309.587,-190.759,474.027,-436.386,238.745,41.5115,155.008,300.033,203.44,209.64,240.885,334.819,312.185,-232.587,-58.3417,-352.391,0,0,206.561,78.1031,-4.22655,146.454,-27.6807,-15.4248,81.341,-11.4089,-37.2065,3.54789,43.1841,59.0071,0.265089,30.8362,91.0942,17.4049,106.271,-13.0739,9.56798,-41.0261,155.51,-272.601,-93.754,93.1611,200.018,125.438,-89.847,-473.229,-84.5058,339.287,126.018,100.335,-46.671,-289.785,-204.225,-18.8915,-148.565,-469.847,-148.013,129.217,287.428,-113.856,17.1204,-25.2639,186.974,-69.1219,-335.241,-155.944,-47.4589,179.072,-97.0343,155.038,-100.35,23.2301,-143.762,-32.5247,-67.5693,17.4412
